"No","Sirket","AboneNo","IsletmeKodu","AboneAdi","AboneAdresi","BagAnlasma","Carpan","SayacSeriNo","Seyt","DirekSayisi","ArmaturSayisi","ArmaturGucu","24SaatlikCalisma","DenetlenenAbone"
"920","YESILIRMAK","04100107533","55.0.0.0.0","SUSUZ INCIRLIK MAH.","","Var","1","52665656","1,861","17","17","1846","0","1"
"921","YESILIRMAK","04100107577","55.0.0.0.0","CANIK BELEDIYESI ","/***SEKER AHMET SK NO:77 KARSISI","Var","1","52698243","11,352","74","74","11500","0","0"
"922","YESILIRMAK","04100107606","52.0.0.0.0","","","Var","1","52714298","4,166","159","50","4250","0","0"
"923","YESILIRMAK","04100107609","55.0.0.0.0","","","Var","1","52708270","2,772","52","31","5000","0","1"
"924","YESILIRMAK","04100107621","55.0.0.0.0","CANIK BELEDIYESI ","/***FAHRETTIN ALTAY SK","Var","1","52698610","2,263","40","40","5056","0","1"
"925","YESILIRMAK","04100107657","55.0.0.0.0","BAFRA SOK.AYDINLATMA","/***29 EKIM OKUL YANI","Var","1","52715250","9,081","55","55","7500","0","1"
"926","YESILIRMAK","04100107668","57.0.0.0.0","SOKAK AYDINLATMA","","Var","1","52706496","3,723","62","39","3800","0","1"
"927","YESILIRMAK","04100107678","55.0.0.0.0","BAFRA SOK.AYDINLATMA","/***KAYMAKAM EVI ARKASI","Var","1","52715798","6,261","36","38","4200","0","1"
"928","YESILIRMAK","04100107683","5.0.0.0.0","","","Var","1","52665722","7,13","67","67","7129","0","0"
"929","YESILIRMAK","04100107696","5.0.0.0.0","KASKA","","Var","1","52670928","5,25","53","53","6000","0","1"
"930","YESILIRMAK","04100106640","57.0.0.0.0","BAKIRLIZAVIYE SOKAK AYD","","Var","1","52666351","3,6368548387","65","35","1750","0","0"
"931","YESILIRMAK","04100106645","52.0.0.0.0","KUMRU BELEDIYESI","/***KUMRU KOVANCILI MERKEZ50KVA TRAFO","Var","1","52715126","8,882","215","74","9320","0","1"
"932","YESILIRMAK","04100106651","55.0.0.0.0","TR 68 YENI MAHALLE 4. CEHRILIK","/***YENI MAHALLE","Var","1","52714425","3,92128","21","21","3000","0","0"
"933","YESILIRMAK","04100106625","52.0.0.0.0","","/***GOGINA PARKI","Var","1","52716545","9,11","142","65","10930","0","0"
"934","YESILIRMAK","04100107721","52.0.0.0.0","","","Var","1","52703295","8,99","204","84","10450","0","0"
"935","YESILIRMAK","04100107776","55.0.0.0.0","","","Var","1","52706695","5,311","75","34","4250","0","1"
"936","YESILIRMAK","04100107786","19.0.0.0.0","","","Var","1","52703351","4,739","48","56","5568","0","1"
"937","YESILIRMAK","04100107809","5.0.0.0.0","","","Var","1","52694112","12,9","147","147","12900","0","0"
"938","YESILIRMAK","04100107818","55.0.0.0.0","","","Var","1","52704313","0,283","8","8","500","0","1"
"939","YESILIRMAK","04100107915","52.0.0.0.0","","","Var","1","15032575","13,017","25","50","12500","0","1"
"940","YESILIRMAK","04100108125","52.0.0.0.0","","","Var","1","52715792","0,817","154","64","7850","0","1"
"941","YESILIRMAK","04100108248","52.0.0.0.0","","","Var","1","52699609","16,1","253","161","18510","0","0"
"942","YESILIRMAK","04100108296","55.0.0.0.0","","","Var","1","52735116","4,833","86","72","7920","0","1"
"943","YESILIRMAK","04100108366","57.0.0.0.0","TR:1 YUKARI MAH.SOKAK AYDINLATMASI","ERDEMBEY CAD ","Var","1","52670878","7,004","58","55","5575","0","0"
"944","YESILIRMAK","04100108395","57.0.0.0.0","SOKAK AYDINLATMA","","Var","1","52704309","5,881","80","26","2953","0","0"
"945","YESILIRMAK","04100108398","55.0.0.0.0","SOKAK AYDINLATMASI","","Var","1","52710129","4,986","40","40","5000","0","0"
"946","YESILIRMAK","04100108437","52.0.0.0.0","AKKUS BELEDIYESI","","Var","1","52714897","4,62","161","42","5200","0","0"
"947","YESILIRMAK","04100108456","55.0.0.0.0","","","Var","1","52707070","0,223","15","16","400","0","1"
"948","YESILIRMAK","04100108488","55.0.0.0.0","MEYDANTRAFO","/***TR.NO:1","Var","1","52665179","7,135","47","47","7460","0","0"
"949","YESILIRMAK","04100108550","55.0.0.0.0","TR1","","Var","1","52709969","8,382","59","59","7400","0","1"
"950","YESILIRMAK","04100108576","5.0.0.0.0","SOKAK  AYDINLATMASI","","Var","1","52698315","8,11923","77","77","8119,23","0","0"
"951","YESILIRMAK","04100108583","19.0.0.0.0","","","Var","1","52699395","3,7752","41","21","2325","0","0"
"952","YESILIRMAK","04100108597","52.0.0.0.0","ALTINORDU BELEDIYESI","","Var","1","52664864","6,68","74","74","7850","0","0"
"953","YESILIRMAK","04100108620","52.0.0.0.0","ULUBEY BELEDIYESI","","Var","1","52670934","1,63","48","14","1750","0","0"
"954","YESILIRMAK","04100108691","52.0.0.0.0","IKIZCE BELEDIYESI","/***KAYADIBI MAHALLESI","Var","1","52713330","2,87","104","27","3380","0","0"
"955","YESILIRMAK","04100108723","52.0.0.0.0","","/***HANYANI SARIOGLU MAH.","Var","1","52714335","7,1","149","65","7980","0","0"
"956","YESILIRMAK","04100108758","5.0.0.0.0","","","Var","1","52696893","5,382","48","48","5040","0","1"
"957","YESILIRMAK","04100108822","55.0.0.0.0","KISLA MRK. TR","","Var","1","52699681","13,607","80","80","11000","0","1"
"958","YESILIRMAK","04100108838","5.0.0.0.0","","","Var","1","52698794","14,1","32","32","14100","0","0"
"959","YESILIRMAK","04100108856","52.0.0.0.0","","","Var","1","52705955","13,49","137","135","16650","0","0"
"960","YESILIRMAK","04100108899","55.0.0.0.0","","","Var","1","52734619","0,502","9","9","500","0","1"
"961","YESILIRMAK","04100108918","52.0.0.0.0","ALTINORDU BELEDIYESI","","Var","1","52666673","5,3032","132","52","6330","0","1"
"962","YESILIRMAK","04100108925","55.0.0.0.0","","","Var","1","52705535","4,3","75","34","4300","0","0"
"963","YESILIRMAK","04100108933","52.0.0.0.0","FATSA BELEDIYESI","/***FATIH MAH.KARA FIRIN KARSISI TR.22 D 23","Var","1","1152403","0,51","17","5","620","0","0"
"964","YESILIRMAK","04100109005","57.0.0.0.0","","MERKEZ MH.","Var","1","52698765","2,96","59","16","1772","0","0"
"965","YESILIRMAK","04100109051","55.0.0.0.0","","","Var","1","52665859","6,088","27","27","3086","0","0"
"966","YESILIRMAK","04100109054","19.0.0.0.0","","YENI DANISMENT SORUK M. OSMANCIK","Var","1","52696668","1,89","27","13","1310","0","0"
"967","YESILIRMAK","04100108538","52.0.0.0.0","","/***EMIRLI MAH. 100 KVA TR","Var","1","52705654","3,704","105","36","4050","0","1"
"968","YESILIRMAK","04100109105","52.0.0.0.0","","","Var","1","52704123","3,637","26","26","5660","0","1"
"969","YESILIRMAK","04100109143","55.0.0.0.0","","/***EMENLI AZAY EK TRFAO","Var","1","52703392","1,456","22","24","2200","0","1"
"970","YESILIRMAK","04100109154","55.0.0.0.0","","","Var","1","52706563","6,438","63","21","2625","0","0"
"971","YESILIRMAK","04100109191","55.0.0.0.0","SOKAK AYDINLATMASI","","Var","1","52665912","4,63","53","43","4500","0","0"
"972","YESILIRMAK","04100109208","52.0.0.0.0","ALTINORDU BELEDIYESI","","Var","1","52666165","9,617","196","84","11700","0","1"
"973","YESILIRMAK","04100109229","55.0.0.0.0","","","Var","1","52705345","3,65","33","34","3500","0","0"
"974","YESILIRMAK","04100109462","52.0.0.0.0","","","Var","1","52706038","6,18","123","58","7180","0","0"
"975","YESILIRMAK","04100109602","52.0.0.0.0","","/***AKPINAR","Var","1","52714379","10,8","120","54","13500","0","0"
"976","YESILIRMAK","04100109640","19.0.0.0.0","","","Var","1","52710608","11,21","96","76","6275","0","1"
"977","YESILIRMAK","04100109738","52.0.0.0.0","ULUBEY BELEDIYESI","","Var","1","52674551","7,455","106","106","13060","0","1"
"978","YESILIRMAK","04100109769","52.0.0.0.0","","","Var","1","52704818","7,498","163","70","7650","0","0"
"979","YESILIRMAK","04100109784","55.0.0.0.0","","","Var","1","52705150","8","52","44","5635","0","0"
"980","YESILIRMAK","04100109795","52.0.0.0.0","","","Var","1","52664363","11,67","150","81","12250","0","0"
"981","YESILIRMAK","04100109815","52.0.0.0.0","","/***YEMISGEN MAH. 100KVA TR","Var","1","35022266","0","42","0","0","0","0"
"982","YESILIRMAK","04100109833","55.0.0.0.0","REFUJ AYDINLATMA","","Var","1","35020289","5,39","13","27","6750","0","0"
"983","YESILIRMAK","04100109839","19.0.0.0.0","ISKILIP BELEDIYESI","MEYDAN MAH.CEZAEVI ALTI","Var","1","52697458","7,383","44","32","6500","0","0"
"984","YESILIRMAK","04100109852","52.0.0.0.0","","","Var","1","52670936","9,877","250","95","10450","0","0"
"985","YESILIRMAK","04100109855","19.0.0.0.0","","","Var","1","52670736","4,862","65","51","3410","0","0"
"986","YESILIRMAK","04100109911","52.0.0.0.0","","","Var","1","52703242","2,11","70","18","2220","0","0"
"987","YESILIRMAK","04100109915","19.0.0.0.0","","","Var","1","52694146","3,4936","58","25","2900","0","0"
"988","YESILIRMAK","04100109952","55.0.0.0.0","CANIK BELEDIYESI","/***ZAHIRECI SK","Var","1","52714728","7,5","40","40","5000","0","0"
"989","YESILIRMAK","04100110156","19.0.0.0.0","OSMANCIK BELEDIYESI","UZUNKAVAK MEVKII TR 60","Var","1","52702628","7,19","81","71","8200","0","0"
"990","YESILIRMAK","04100110162","52.0.0.0.0","","/***SAK.MAH.YENI KUMRU CAD.DIRIL YANI TR-23 630 KVA","Var","1","52704532","6,43","132","63","7740","0","0"
"991","YESILIRMAK","04100110175","52.0.0.0.0","KUMRU BELEDIYESI","","Var","1","52715371","0,792","150","74","9250","0","1"
"992","YESILIRMAK","04100110193","5.0.0.0.0","SOKAK  AYDINLATMASI","YESILYURT TR/40/1","Var","1","52665190","14,095","132","132","14019","0","1"
"993","YESILIRMAK","04100110264","55.0.0.0.0","","","Var","1","52703294","6,182","53","40","4700","0","0"
"994","YESILIRMAK","04100110265","19.0.0.0.0","","","Var","1","52704340","4,939","48","40","5800","0","1"
"995","YESILIRMAK","04100110267","19.0.0.0.0","","","Var","1","52696902","0,891","22","13","1800","0","1"
"996","YESILIRMAK","04100110289","52.0.0.0.0","AKKUS BELEDIYESI","/***SEFERLI  MERKEZ TR","Var","1","52716128","4,701","132","33","4850","0","0"
"997","YESILIRMAK","04100110311","57.0.0.0.0","","MEHTAP SITESI ANTIK OTEL","Var","1","52699024","6,927","56","56","5575","0","1"
"998","YESILIRMAK","04100110413","55.0.0.0.0","ANAKENTBEL SK AYDINLAT","","Var","1","52716552","8,156","77","77","8472","0","1"
"999","YESILIRMAK","04100110420","5.0.0.0.0","MERZIFON BELEDIYESI","NAZIRIN DORUKSOKAK AYDINLATMA","Var","1","52704616","0,136","7","7","800","0","1"
"1000","YESILIRMAK","04100110425","55.0.0.0.0","ALI HOCANIN EVINIILERISINDEKI TR.","","Var","1","52703897","5,525","54","36","4670","0","0"
"1001","YESILIRMAK","04100110437","55.0.0.0.0","","/***ESENTEPE MAHALLESI","Var","1","52714648","4,298","19","19","2685","0","1"
"1002","YESILIRMAK","04100110481","55.0.0.0.0","TERMEBEL GENEL AYDL.","","Var","1","52706901","10,833","92","49","5325","0","0"
"1003","YESILIRMAK","04100110488","5.0.0.0.0","","","Var","1","52671250","3","25","25","3000","0","0"
"1004","YESILIRMAK","04100110516","55.0.0.0.0","","/***","Var","1","52694256","30,566","87","108","27000","0","1"
"1005","YESILIRMAK","04100110552","52.0.0.0.0","","/***NAMAZLI MAHALLESI YANIK","Var","1","52705663","3,09","96","31","3860","0","0"
"1006","YESILIRMAK","04100110609","52.0.0.0.0","","/***YENIPINAR MH.ELLIALTI100 KVA TR./KORGAN","Var","1","52706355","10,193","246","86","10300","0","0"
"1007","YESILIRMAK","04100110614","52.0.0.0.0","","/***KISLA M. 2.TR 250KVA TR","Var","1","52704472","9,74","140","58","10250","0","0"
"1008","YESILIRMAK","04100110629","55.0.0.0.0","SOKAK AYD.","","Var","1","52714634","5,416","55","55","6200","0","1"
"1009","YESILIRMAK","04100110670","55.0.0.0.0","","","Var","1","52714540","6,785","66","66","8220","0","1"
"1010","YESILIRMAK","04100110697","57.0.0.0.0","SOKAK AYDINLATMA","","Var","1","52706510","4,409","52","17","2115","0","1"
"1011","YESILIRMAK","04100110764","57.0.0.0.0","SOKAK AYDINLATMA","","Var","1","52703344","6,34","57","57","3367","0","1"
"1012","YESILIRMAK","04100110803","52.0.0.0.0","FATSA BELEDIYESI","/***CAMIYANI MAH. TR2 50 KVA HATIPLI","Var","1","52704127","3,135","67","25","3240","0","0"
"1013","YESILIRMAK","04100110823","19.0.0.0.0","BAYAT BELEDIYESI","","Var","1","52703124","5,372","52","37","5300","0","0"
"1014","YESILIRMAK","04100110874","57.0.0.0.0","SOKAK AYDINLATMA","KIRENCIK MERKEZ","Var","1","52706219","5","109","42","5150","0","0"
"1015","YESILIRMAK","04100110876","19.0.0.0.0","","","Var","1","52707269","6,476","49","41","6476","0","0"
"1016","YESILIRMAK","04100110882","55.0.0.0.0","","/***SOKAK AYDINLATMA","Var","1","52707397","4,08","73","40","4000","0","0"
"1017","YESILIRMAK","04100110903","52.0.0.0.0","FATSA BELEDIYESI","","Var","1","15032903","4,674","148","66","8090","0","1"
"1018","YESILIRMAK","04100109979","5.0.0.0.0","","","Var","1","52664382","11,51955","70","70","11519,55","0","0"
"1019","YESILIRMAK","04100109980","55.0.0.0.0","KOCAMAN BEL.GENEL AYD.","/***TR 4","Var","1","52706598","10,18","140","74","10182","0","0"
"1020","YESILIRMAK","04100110074","19.0.0.0.0","SUNGURLU BELEDIYESI","","Var","1","52703318","7,95","75","78","7900","0","0"
"1021","YESILIRMAK","04100110095","55.0.0.0.0","","","Var","1","52665518","7,1","75","75","7924","0","0"
"1022","YESILIRMAK","04100110348","19.0.0.0.0","","","Var","1","52666061","5,11","26","23","2875","0","0"
"1023","YESILIRMAK","04100110364","52.0.0.0.0","PERSEMBE BELEDIYESI","/***TR-38 KOVANLI KARAMANOGLU 50 KVATR PERSEMBE","Var","1","52666603","2,458","78","25","3140","0","1"
"1024","YESILIRMAK","04100110370","55.0.0.0.0","TATARKALE","","Var","1","52665600","2,57","25","25","2294","0","1"
"1025","YESILIRMAK","04100110929","57.0.0.0.0","","MERKEZ MAH.","Var","1","52665754","6,204","109","72","3600","0","0"
"1026","YESILIRMAK","04100110959","52.0.0.0.0","FATSA BELEDIYESI","","Var","1","1150284","2,84","91","27","3380","0","0"
"1027","YESILIRMAK","04100110961","52.0.0.0.0","ALTINORDU BELEDIYESI","","Var","1","52667231","9,76","243","90","11090","0","0"
"1028","YESILIRMAK","04100110963","55.0.0.0.0","YESILSOKAK AYDINLATMASI.","","Var","1","80200831","5","49","50","5230","0","0"
"1029","YESILIRMAK","04100111041","52.0.0.0.0","","","Var","1","52705928","15,548","143","68","13650","0","1"
"1030","YESILIRMAK","04100111047","19.0.0.0.0","","","Var","1","52694105","5,638","25","19","6100","0","1"
"1031","YESILIRMAK","04100111140","19.0.0.0.0","","","Var","1","52694405","3,151","73","73","2250","0","1"
"1032","YESILIRMAK","04100111153","55.0.0.0.0","","/***TR NO:2   GNL.AYD.","Var","1","52705296","1,806","18","18","1597","0","0"
"1033","YESILIRMAK","04100111154","52.0.0.0.0","FATSA BELEDIYESI","/***DOLUNAY MAH.YAPRAKKENT SITESI TR-72 400 KVA","Var","1","52698436","14,63","179","65","16250","0","0"
"1034","YESILIRMAK","04100111192","55.0.0.0.0","YAYLASARILAR SOKAK AYDIN","/***SARILAR MH","Var","1","52670712","5,524","21","18","1800","0","0"
"1035","YESILIRMAK","04100111197","52.0.0.0.0","","","Var","1","52703137","0,288","4","2","200","0","1"
"1036","YESILIRMAK","04100111208","57.0.0.0.0","SOKAK AYDINLATMA","","Var","1","52704101","1,783","138","20","1120","0","1"
"1037","YESILIRMAK","04100111235","52.0.0.0.0","ALTINORDU BELEDIYESI","","Var","1","52699163","4,54","111","45","4650","0","0"
"1038","YESILIRMAK","04100111460","55.0.0.0.0","ILKADIM BELEDIYESI ","","Var","1","52723653","1,1","8","8","1100","0","0"
"1039","YESILIRMAK","04100111461","52.0.0.0.0","","/***YENI MAH. ISMETPASA CADDE AYDINLATMASI**/2 OTO YIKAMACI YANI","Var","1","52716193","3,64","45","37","4190","0","0"
"1040","YESILIRMAK","04100111463","52.0.0.0.0","","","Var","1","52694196","5,593","167","48","5700","0","0"
"1041","YESILIRMAK","04100111486","19.0.0.0.0","SUNGURLU BELEDIYESI","","Var","1","52705362","4,341","25","25","5000","0","1"
"1042","YESILIRMAK","04100111510","19.0.0.0.0","ISKILIP BELEDIYESI","BAHABEY MH.YENI ITFAIYEYANI","Var","1","52707187","11,048","82","58","6480","0","1"
"1043","YESILIRMAK","04100111522","5.0.0.0.0","ZIYARET BELEDIYESI","ADALAR MEVKII TRAFO","Var","1","52707224","2,9","20","20","2900","0","0"
"1044","YESILIRMAK","04100111549","52.0.0.0.0","FATSA BELEDIYESI","","Var","1","52699636","8,073","122","65","8100","0","0"
"1045","YESILIRMAK","04100111579","55.0.0.0.0","GENELAYDINLATMA","","Var","1","52714370","14,952","63","57","10500","0","1"
"1046","YESILIRMAK","04100111583","55.0.0.0.0","","","Var","1","52699042","5,321","28","27","4700","0","0"
"1047","YESILIRMAK","04100111589","55.0.0.0.0","ATAKUM BELEDIYESI ","/***PARLAKEVLER KARSISI 188 SOKAK","Var","1","52716576","5","40","40","5000","0","0"
"1048","YESILIRMAK","04100111617","55.0.0.0.0","","","Var","1","52665478","4,807","49","49","4558","0","1"
"1049","YESILIRMAK","04100111622","55.0.0.0.0","","","Var","1","52666138","0,851","36","16","922","0","1"
"1050","YESILIRMAK","04100111641","57.0.0.0.0","SOKAK AYDINLATMA","","Var","1","52671138","4,684","40","24","3000","0","0"
"1051","YESILIRMAK","04100111300","5.0.0.0.0","","","Var","1","52704463","12,85","140","140","12850","0","0"
"1052","YESILIRMAK","04100111306","55.0.0.0.0","SARIALAN AKSAKAL MAH.","","Var","1","52666038","3,669","26","26","3100","0","0"
"1053","YESILIRMAK","04100111336","55.0.0.0.0","KAHRAMAN SENTEPE","/***KAHRAMAN SENTEPE MAH","Var","1","52705512","16,08","69","75","8766","0","0"
"1054","YESILIRMAK","04100111345","5.0.0.0.0","KARATAS","","Var","1","52694283","5,796","53","53","5796","0","0"
"1055","YESILIRMAK","04100111354","55.0.0.0.0","SOKAKAYDINLATMASI","/***YENI MAH.ORMAN SOKAK","Var","1","52716728","8,957","60","60","9000","0","0"
"1056","YESILIRMAK","04100111663","52.0.0.0.0","KABATAS BELEDIYESI","","Var","1","52705584","2,263","59","19","2300","0","0"
"1057","YESILIRMAK","04100111681","52.0.0.0.0","AKKUS BELEDIYESI","","Var","1","52715317","0,486","278","7","500","0","1"
"1058","YESILIRMAK","04100111801","19.0.0.0.0","","","Var","1","52665865","3,441","145","28","2900","0","1"
"1059","YESILIRMAK","04100111868","52.0.0.0.0","ALTINORDU BELEDIYESI","","Var","1","15032669","0","17","17","2110","0","1"
"1060","YESILIRMAK","04100111872","55.0.0.0.0","","","Var","1","52706107","3,73","69","43","5005","0","0"
"1061","YESILIRMAK","04100111882","55.0.0.0.0","ATAKUM BELEDIYESI ","/***SEHIT SERDAR DAG SOK DM:23-29","Var","1","52664942","6,92","58","58","7200","0","1"
"1062","YESILIRMAK","04100111885","57.0.0.0.0","","","Var","1","52671123","4,575","162","61","3650","0","1"
"1063","YESILIRMAK","04100111916","57.0.0.0.0","SEHIR SEBEKE TR-17 ","KUMLUK MAHALLESI","Var","1","52706345","6,612","29","28","2800","0","0"
"1064","YESILIRMAK","04100111939","57.0.0.0.0","SOKAK AYDINLATMA","","Var","1","52704134","5,627","94","58","2735","0","1"
"1065","YESILIRMAK","04100111965","5.0.0.0.0","MERZIFON BELEDIYESI","","Var","1","52704146","4,41945","27","27","4419","0","0"
"1066","YESILIRMAK","04100112015","19.0.0.0.0","","","Var","1","52705596","43,006","94","165","37500","0","1"
"1067","YESILIRMAK","04100112016","57.0.0.0.0","","","Var","1","52666435","4,48","86","38","4750","0","0"
"1068","YESILIRMAK","04100112043","55.0.0.0.0","TR 7","DSI YANI","Var","1","52704877","8,04","48","33","3945","0","0"
"1069","YESILIRMAK","04100112049","5.0.0.0.0","","","Var","1","52698394","3,6225","39","39","3623","0","0"
"1070","YESILIRMAK","04100112054","52.0.0.0.0","ULUBEY BELEDIYESI","","Var","1","52696748","4,974","159","62","6850","0","1"
"1071","YESILIRMAK","04100112079","5.0.0.0.0","","","Var","1","52698856","18,818","108","108","19000","0","1"
"1072","YESILIRMAK","04100112104","5.0.0.0.0","ABACI","","Var","1","52706114","3,1","25","25","3100","0","0"
"1073","YESILIRMAK","04100112106","55.0.0.0.0","ILKADIM BELEDIYESI ","/***SAADET CAD","Var","1","52709923","3,735","28","28","3500","0","1"
"1074","YESILIRMAK","04100112110","19.0.0.0.0","","","Var","1","52698866","4,8312","46","33","2500","0","0"
"1075","YESILIRMAK","04100112178","5.0.0.0.0","TASOVA BELEDIYESI","YEMISEN MAH.KASIM HOCA CAD.TR 1/19 KARSISI BAKS","Var","1","52715961","3,5295225","21","21","3530","0","0"
"1076","YESILIRMAK","04100112215","55.0.0.0.0","TR15","E.M.L YANI","Var","1","52706129","10,768","63","60","7745","0","0"
"1077","YESILIRMAK","04100112221","52.0.0.0.0","PERSEMBE BELEDIYESI","","Var","1","52666431","9,16","192","81","9960","0","0"
"1078","YESILIRMAK","04100112230","52.0.0.0.0","","/***ENELAN MAH. 50KVA TR","Var","1","52703765","4,63","136","47","5330","0","0"
"1079","YESILIRMAK","04100112231","55.0.0.0.0","","","Var","1","52705946","15,017","54","59","4750","0","0"
"1080","YESILIRMAK","04100112278","19.0.0.0.0","","","Var","1","52707510","2,75","54","37","2600","0","0"
"1081","YESILIRMAK","04100112281","52.0.0.0.0","PERSEMBE BELEDIYESI","/***TR-18 HAMIDIYE MAH. SU KUYUSU 160KVA TR PERSEMBE","Var","1","52694205","3,426","83","27","5890","0","1"
"1082","YESILIRMAK","04100112324","57.0.0.0.0","SOKAK AYDINLATMA","","Var","1","52704229","0,591571229","10","7","365","0","0"
"1083","YESILIRMAK","04100112338","55.0.0.0.0","FINDIKLI AKARMUT SOKAK AYDINLATMA","/***","Var","1","52694792","3,91","31","32","3599","0","0"
"1084","YESILIRMAK","04100112339","55.0.0.0.0","","","Var","1","52665469","0,138","9","9","1300","0","1"
"1085","YESILIRMAK","04100111718","5.0.0.0.0","KUYU  SOKAK AYDINLAT","KUYU","Var","1","52666434","3,161","26","26","3300","0","1"
"1086","YESILIRMAK","04100111740","5.0.0.0.0","ALISAR  SOKAK AYDINLAT","ALISAR","Var","1","52666253","7,59","72","72","7593","0","0"
