"No","Sirket","AboneNo","IsletmeKodu","AboneAdi","AboneAdresi","BagAnlasma","Carpan","SayacSeriNo","Seyt","DirekSayisi","ArmaturSayisi","ArmaturGucu","24SaatlikCalisma","DenetlenenAbone"
"8146","YESILIRMAK","04100178806","55.0.0.0.0","KALE.G.AYDINLATMASI","","Var","1","52665126","4,3","58","31","3400","0","0"
"8147","YESILIRMAK","04100178849","52.0.0.0.0","","/***FATIH MAH.TOKI KONUTLARI TR-46 1250 KVA","Var","1","52706528","10,821","204","63","7210","0","1"
"8148","YESILIRMAK","04100178894","55.0.0.0.0","TR 27","","Var","1","52707289","8,279","45","58","6970","0","1"
"8149","YESILIRMAK","04100178936","57.0.0.0.0","","","Var","1","52666497","2,104","38","21","2950","0","0"
"8150","YESILIRMAK","04100178938","55.0.0.0.0","","/***SI","Var","1","52699066","4,632","68","40","4850","0","1"
"8151","YESILIRMAK","04100179067","52.0.0.0.0","","/***DEVRENT CAD.BOLAMAN","Var","1","12510610","1,46","16","16","1650","0","0"
"8152","YESILIRMAK","04100179091","5.0.0.0.0","SOKAK  AYDINLATMASI","KARSAVUL ZANA MEZRASI TR/29/","Var","1","52698615","0,12","4","4","500","0","1"
"8153","YESILIRMAK","04100179114","55.0.0.0.0","","/***YOLBOYU MH.","Var","1","52706377","6,08429","48","48","6000","0","0"
"8154","YESILIRMAK","04100179152","52.0.0.0.0","","","Var","1","52696622","6,46","143","62","7590","0","0"
"8155","YESILIRMAK","04100179173","55.0.0.0.0","SOKAK AYDINLATMASI","","Var","1","52666641","3,866","44","33","3800","0","1"
"8156","YESILIRMAK","04100179174","55.0.0.0.0","","","Var","1","52706627","6","53","33","5800","0","0"
"8157","YESILIRMAK","04100179200","55.0.0.0.0","YESILKENT SOKAK AYDINLATMASI","","Var","1","52710015","15,5","70","70","16000","0","0"
"8158","YESILIRMAK","04100179201","19.0.0.0.0","","IMIRLI TR/SUNGURLU","Var","1","52696923","4,658","81","36","5050","0","1"
"8159","YESILIRMAK","04100179352","55.0.0.0.0","","","Var","1","52665735","6,072","58","58","6517","0","0"
"8160","YESILIRMAK","04100179353","52.0.0.0.0","","","Var","1","52705324","7,7309","86","44","5170","0","1"
"8161","YESILIRMAK","04100179384","57.0.0.0.0","","CEMIL YILDIZ CADDESI","Var","1","52664938","8,095","59","59","5595","0","1"
"8162","YESILIRMAK","04100179404","19.0.0.0.0","","","Var","1","52698203","8,0256","130","55","6410","0","0"
"8163","YESILIRMAK","04100179273","52.0.0.0.0","ALTINORDU BELEDIYESI","/***UZUNMUSA ASAGI MAH.","Var","1","52665850","4,081","82","35","4250","0","1"
"8164","YESILIRMAK","04100179411","52.0.0.0.0","","/***LIMAN KAVSAGI SINYALIZASYON","Var","1","52724358","0,14","10","30","170","1","0"
"8165","YESILIRMAK","04100179488","55.0.0.0.0","19 MAYIS BELEDIYESI","","Var","1","52707398","2,214","17","17","1700","0","0"
"8166","YESILIRMAK","04100179500","52.0.0.0.0","AKKUS BELEDIYESI","/***AKKUS  CEYHANLI  -2. TR","Var","1","52715295","0,609","19","5","570","0","1"
"8167","YESILIRMAK","04100179523","55.0.0.0.0","","","Var","1","52700634","6,243","75","25","6000","0","0"
"8168","YESILIRMAK","04100179541","52.0.0.0.0","ALTINORDU BELEDIYESI","","Var","1","52671255","9,188","217","83","9850","0","1"
"8169","YESILIRMAK","04100179555","52.0.0.0.0","","","Var","1","52666658","4,965","110","63","6930","0","1"
"8170","YESILIRMAK","04100179582","57.0.0.0.0","SOKAK AYDINLATMA","","Var","1","52670811","3,918","40","27","3375","0","1"
"8171","YESILIRMAK","04100179658","19.0.0.0.0","","","Var","1","52699392","1,068","35","13","1310","0","1"
"8172","YESILIRMAK","04100179670","55.0.0.0.0","","/***AYiNDERESI MAH.","Var","1","52703604","1,635","23","18","2600","0","1"
"8173","YESILIRMAK","04100179757","55.0.0.0.0","","","Var","1","52705767","4,462","62","40","4400","0","0"
"8174","YESILIRMAK","04100179821","52.0.0.0.0","","/***YOKUSDIBI YESILYURT ILAVE50KVA TR","Var","1","52699617","4,625","69","31","4750","0","0"
"8175","YESILIRMAK","04100179870","52.0.0.0.0","KUMRU BELEDIYESI","","Var","1","52716171","4,48","97","32","5380","0","0"
"8176","YESILIRMAK","04100179899","52.0.0.0.0","","/***YOKUSDIBI MUSAKIRIK MAH.50KVA TR","Var","1","52699752","4,73","172","44","5430","0","0"
"8177","YESILIRMAK","04100179929","52.0.0.0.0","","","Var","1","52716003","1,669","28","12","1850","0","0"
"8178","YESILIRMAK","04100179942","52.0.0.0.0","KUMRU BELEDIYESI","","Var","1","52714955","5,62","130","68","5820","0","0"
"8179","YESILIRMAK","04100180005","52.0.0.0.0","ULUBEY BELEDIYESI","/***ULUBEY SAYACA KURAN KURSU","Var","1","52671195","3,88","112","35","4220","0","0"
"8180","YESILIRMAK","04100180006","55.0.0.0.0","","","Var","1","52707096","0,311","19","19","1000","0","1"
"8181","YESILIRMAK","04100180008","55.0.0.0.0","","/***SI","Var","1","52699602","4,35","140","52","4800","0","0"
"8182","YESILIRMAK","04100180012","55.0.0.0.0","ATAKUM BELEDIYESI ","/***DENIZEVLERI MAH.327 SOK.NO:5 KARSISI","Var","1","52714681","8,6","46","46","5750","0","0"
"8183","YESILIRMAK","04100180050","19.0.0.0.0","","","Var","1","52664317","4,795","100","41","3350","0","1"
"8184","YESILIRMAK","04100180172","52.0.0.0.0","ULUBEY BELEDIYESI","","Var","1","52696822","4,85","113","57","5170","0","0"
"8185","YESILIRMAK","04100180208","55.0.0.0.0","","/***DIKBIYIK BELD.SOKAK AYD.","Var","1","52723897","21,632","33","62","20000","0","0"
"8186","YESILIRMAK","04100180233","55.0.0.0.0","","","Var","1","52705616","0,954","10","11","1210","0","1"
"8187","YESILIRMAK","04100180249","57.0.0.0.0","SOKAK AYDINLATMASI","","Var","1","52694446","1,865","90","18","2250","0","1"
"8188","YESILIRMAK","04100180254","52.0.0.0.0","FATSA BELEDIYESI","/***AYAZLI MAH.BELEDIYE SU KUYUSU TR-31 50 KVA","Var","1","52696602","0,94","29","9","1160","0","0"
"8189","YESILIRMAK","04100180277","55.0.0.0.0","","/***MERKEZ MAH.2","Var","1","52704792","6,544","55","55","6000","0","0"
"8190","YESILIRMAK","04100180095","52.0.0.0.0","","","Var","1","52702697","7,011","146","77","8450","0","1"
"8191","YESILIRMAK","04100180379","55.0.0.0.0","ILKADIM BELEDIYESI ","","Var","1","52709973","7,04","60","60","7500","0","0"
"8192","YESILIRMAK","04100180458","52.0.0.0.0","","","Var","1","52714641","6,76","138","68","7770","0","0"
"8193","YESILIRMAK","04100180475","52.0.0.0.0","","/***TR-410///KARSIYAKA CAMII","Var","1","52703439","5,55","54","54","6690","0","0"
"8194","YESILIRMAK","04100180476","57.0.0.0.0","SOKAK AYDINLATMA","","Var","1","52709764","0,92","61","5","625","0","0"
"8195","YESILIRMAK","04100180622","52.0.0.0.0","","","Var","1","52704357","4,91","148","42","5200","0","0"
"8196","YESILIRMAK","04100180625","5.0.0.0.0","SULUOVA BELEDIYESI","","Var","1","52699298","14,5","100","100","14500","0","0"
"8197","YESILIRMAK","04100180634","19.0.0.0.0","","","Var","1","52666757","4,416","125","59","2924","0","1"
"8198","YESILIRMAK","04100180653","55.0.0.0.0","","","Var","1","52707201","5,37","23","23","2625","0","0"
"8199","YESILIRMAK","04100180685","19.0.0.0.0","","","Var","1","52694108","2,368","93","35","2202","0","0"
"8200","YESILIRMAK","04100180695","52.0.0.0.0","FATSA BELEDIYESI","","Var","1","52704098","5,05","150","43","5320","0","0"
"8201","YESILIRMAK","04100180709","52.0.0.0.0","AKKUS BELEDIYESI","","Var","1","52716252","0,276","41","8","410","0","1"
"8202","YESILIRMAK","04100180716","19.0.0.0.0","","","Var","1","52707537","4,48","24","27","3525","0","0"
"8203","YESILIRMAK","04100180734","55.0.0.0.0","DEMIRASLAN ORTA MAH SUDEPOSU YANI TR","DEMIRASLAN ORTA MAH SUDEPOSU YANI TR","Var","1","52706050","2,9814","71","29","3575","0","1"
"8204","YESILIRMAK","04100180895","55.0.0.0.0","","/***","Var","1","52704744","5,468","19","19","1679","0","0"
"8205","YESILIRMAK","04100180948","52.0.0.0.0","MESUDIYE BELEDIYESI","","Var","1","52706712","6,2365","139","63","4790","0","1"
"8206","YESILIRMAK","04100180991","19.0.0.0.0","","","Var","1","52665122","3,125","28","17","3000","0","0"
"8207","YESILIRMAK","04100181051","55.0.0.0.0","SALIPAZARI","","Var","1","52698779","2","10","10","981","0","0"
"8208","YESILIRMAK","04100180879","52.0.0.0.0","FATSA BELEDIYESI","","Var","1","52699899","13,6529","158","68","13150","0","1"
"8209","YESILIRMAK","04100180893","55.0.0.0.0","ATAKUM BELEDIYESI","/***AYDINLIK CAD 3130. SK DM 30/10 A","Var","1","52715624","5,6","45","45","5600","0","0"
"8210","YESILIRMAK","04100181109","19.0.0.0.0","","","Var","1","52694181","7,318","60","103","7268","0","0"
"8211","YESILIRMAK","04100181152","55.0.0.0.0","ILKADIM BELEDIYESI ","","Var","1","52711625","13,7","26","52","13800","0","0"
"8212","YESILIRMAK","04100181193","19.0.0.0.0","","SEYDIM BELDESI","Var","1","52665278","3,772","96","38","5600","0","1"
"8213","YESILIRMAK","04100181227","5.0.0.0.0","SOKAK  AYDILATMASI","","Var","1","52665097","0,641","6","6","610","0","1"
"8214","YESILIRMAK","04100181229","19.0.0.0.0","","","Var","1","52706778","4,858","56","56","5528","0","1"
"8215","YESILIRMAK","04100181117","55.0.0.0.0","CANIK BELEDIYESI ","/***SEHIT MESUT BIRINCI CD.SON DURAK CAMI YANI","Var","1","52697010","6,198","45","45","5600","0","1"
"8216","YESILIRMAK","04100181312","55.0.0.0.0","ILKADIM BELEDIYESI ","/***AHENK SK.SAHIN SK.NO 22","Var","1","52716438","8,4","58","58","7600","0","0"
"8217","YESILIRMAK","04100181335","55.0.0.0.0","","","Var","1","52705629","3,884","43","44","4000","0","0"
"8218","YESILIRMAK","04100181408","5.0.0.0.0","TASOVA BELEDIYESI","TEPE MAH.SAGLIK OCAGI YANI","Var","1","52703356","5,209","49","49","5750","0","1"
"8219","YESILIRMAK","04100181409","52.0.0.0.0","","SELIMIYE MH.KORU PARK.","Var","1","52714450","1,47","21","21","1620","0","0"
"8220","YESILIRMAK","04100181430","19.0.0.0.0","","","Var","1","52704983","8,852","53","53","9100","0","0"
"8221","YESILIRMAK","04100181462","19.0.0.0.0","ISKILIP BELEDIYESI","HACIPIRI MAH.KAYAARDI MEVHACIKARANI MEZARLIGI NO:2","Var","1","52665089","12,27","60","39","8200","0","0"
"8222","YESILIRMAK","04100181504","5.0.0.0.0","","DESTEK KASABASI TR/100/2","Var","1","52665005","9,263","143","143","12500","0","1"
"8223","YESILIRMAK","04100181540","57.0.0.0.0","","KEFEVI POLIS LOJ.","Var","1","52698915","3,392","22","24","2400","0","0"
"8224","YESILIRMAK","04100181622","55.0.0.0.0","IKIZDERE SOKAK AYD.","","Var","1","52670901","1,72","13","15","1800","0","0"
"8225","YESILIRMAK","04100181654","55.0.0.0.0","SARIKAYA KANALBOYU","/***SARIKAYA KANAL BOYU BADUT MEVKI","Var","1","52705227","3,674","40","43","4860","0","0"
"8226","YESILIRMAK","04100181719","19.0.0.0.0","","","Var","1","52703434","3,625","70","65","4700","0","1"
"8227","YESILIRMAK","04100181728","55.0.0.0.0","BAFRA SOK.AYDINLATMA","/***HASTANE SOKAK","Var","1","52714754","5,43","17","18","2850","0","1"
"8228","YESILIRMAK","04100181732","55.0.0.0.0","ILKADIM BELEDIYESI ","/***FATIH SULTAN MEHMET 129","Var","1","52734574","2,797","20","40","4500","0","1"
"8229","YESILIRMAK","04100181746","52.0.0.0.0","PERSEMBE BELEDIYESI","/***TR-187 KUYLUCA KERTIL MERKEZ 50 KVATR PERSEMBE","Var","1","52670633","13,86","129","125","15390","0","0"
"8230","YESILIRMAK","04100181784","55.0.0.0.0","","","Var","1","52705980","6,872","75","41","4500","0","1"
"8231","YESILIRMAK","04100181843","19.0.0.0.0","","","Var","1","52703222","10,147","83","68","10147","0","0"
"8232","YESILIRMAK","04100181867","55.0.0.0.0","ATAKUM BELEDIYESI ","","Var","1","52714554","15","30","60","15000","0","0"
"8233","YESILIRMAK","04100181905","55.0.0.0.0","SANAYI 2","SANAYI SITESI","Var","1","52714254","2,01","29","18","2100","0","0"
"8234","YESILIRMAK","04100181908","55.0.0.0.0","KARLI-KAVALLIMAH.SOKAK","/***AYD.","Var","1","52665543","3,8","31","31","4361","0","0"
"8235","YESILIRMAK","04100182037","55.0.0.0.0","","","Var","1","52707393","7,074","77","78","9225","0","0"
"8236","YESILIRMAK","04100182051","19.0.0.0.0","","NARLI YENI MAH.","Var","1","52696938","15,87","136","89","10166","0","0"
"8237","YESILIRMAK","04100182073","57.0.0.0.0","SOKAK AYDINLATMA","","Var","1","52671049","3,9678361287","44","30","3561","0","0"
"8238","YESILIRMAK","04100182085","19.0.0.0.0","","","Var","1","52665564","5,312","50","26","5125","0","1"
"8239","YESILIRMAK","04100182127","52.0.0.0.0","MESUDIYE BELEDIYESI","","Var","1","52664316","12,32","151","106","12790","0","0"
"8240","YESILIRMAK","04100182137","55.0.0.0.0","SOKAK AYDINLATMA","***ILKADIM SAN.52.SK.NO.27 KARSISI TR.1","Var","1","81737440","3,649","62","36","4250","0","0"
"8241","YESILIRMAK","04100182165","52.0.0.0.0","ALTINORDU BELEDIYESI","","Var","1","52665511","9,46","170","81","9960","0","0"
"8242","YESILIRMAK","04100182170","57.0.0.0.0","SOKAK AYDINLATMA","","Var","1","52704152","5,038","99","38","1900","0","1"
"8243","YESILIRMAK","04100182188","52.0.0.0.0","ALTINORDU BELEDIYESI","","Var","1","52664250","12,05","243","150","13860","0","0"
"8244","YESILIRMAK","04100182206","57.0.0.0.0","TOKUSLAR  MERKEZ  TR SOKAK AYDINLATMA","MERKEZ MAH.","Var","1","52694124","3,485","97","36","1800","0","1"
"8245","YESILIRMAK","04100182222","52.0.0.0.0","ALTINORDU BELEDIYESI","","Var","1","52666322","9,32","140","95","9550","0","0"
"8246","YESILIRMAK","04100182228","19.0.0.0.0","","","Var","1","52705540","4,516","17","34","4350","0","0"
"8247","YESILIRMAK","04100182304","52.0.0.0.0","KUMRU BELEDIYESI","","Var","1","52714886","3,985","79","36","4050","0","0"
"8248","YESILIRMAK","04100182316","52.0.0.0.0","","/***ULUBEY KAVSAGI SINYALIZASYON","Var","1","52696538","1,51","10","30","1600","1","0"
"8249","YESILIRMAK","04100182374","19.0.0.0.0","","SARIKAYA TR/SUNGURLU","Var","1","52671253","5,428","83","31","2420","0","1"
"8250","YESILIRMAK","04100181469","52.0.0.0.0","MESUDIYE BELEDIYESI","","Var","1","52705270","4,1","103","55","4450","0","0"
"8251","YESILIRMAK","04100182425","5.0.0.0.0","AMASYA BELEDIYESI","","Var","1","52698325","4,633","40","40","4500","0","1"
"8252","YESILIRMAK","04100182574","55.0.0.0.0","ILKADIM BELEDIYESI ","/***SAADET CAD","Var","1","83940","0","0","0","0","0","0"
"8253","YESILIRMAK","04100182703","52.0.0.0.0","AYBASTI BELEDIYESI","/***UZUNDERE ILIFDEGER TR 50KVA","Var","1","52705622","4,377","162","42","4250","0","1"
"8254","YESILIRMAK","04100182778","57.0.0.0.0","SEHIR SEBEKE TR-5 ","","Var","1","52706037","32,321","191","209","24650","0","1"
"8255","YESILIRMAK","04100182620","19.0.0.0.0","","","Var","1","52705262","6,476","79","65","6476","0","0"
"8256","YESILIRMAK","04100182663","19.0.0.0.0","","","Var","1","52702729","1,372","20","14","1372","0","0"
"8257","YESILIRMAK","04100182966","57.0.0.0.0","SOKAK AYDINLATMA","","Var","1","52705571","1,494","33","6","750","0","0"
"8258","YESILIRMAK","04100183026","52.0.0.0.0","KORGAN BELEDIYESI","/***ASARKAYA MAH./KORGAN100 KVA TR.","Var","1","52707593","5,021","132","42","4850","0","1"
"8259","YESILIRMAK","04100183094","19.0.0.0.0","","","Var","1","52701437","4,377","38","45","2778","0","1"
"8260","YESILIRMAK","04100183100","55.0.0.0.0","","","Var","1","52705826","0,133","25","25","7600","0","1"
"8261","YESILIRMAK","04100183261","5.0.0.0.0","","","Var","1","52706701","0,132","12","12","1050","0","1"
"8262","YESILIRMAK","04100183280","52.0.0.0.0","ALTINORDU BELEDIYESI","/***TR-123///SAHINCILI MAH.DEVLET HASTYANI ISLETME BINASI400 KV","Var","1","52698386","8,366","185","81","10700","0","1"
"8263","YESILIRMAK","04100183312","55.0.0.0.0","","","Var","1","52698815","14,588","116","97","10670","0","0"
"8264","YESILIRMAK","04100183321","52.0.0.0.0","ALTINORDU BELEDIYESI","","Var","1","70884717","1,05","1","3","1210","0","0"
"8265","YESILIRMAK","04100183340","55.0.0.0.0","DURAKBASI KURAN KURSU YANI TR","DURAKBASI KURAN KURSU YANI TR","Var","1","52705418","2,741","59","14","1775","0","1"
"8266","YESILIRMAK","04100183351","52.0.0.0.0","FATSA BELEDIYESI","","Var","1","52699653","4,29","49","25","2380","0","1"
"8267","YESILIRMAK","04100183374","55.0.0.0.0","TR 37/2","","Var","1","52707324","6,871","44","44","4300","0","1"
"8268","YESILIRMAK","04100183378","52.0.0.0.0","PERSEMBE BELEDIYESI","","Var","1","52666474","19,93","297","148","22920","0","0"
"8269","YESILIRMAK","04100183446","52.0.0.0.0","","/***FATIH MAH INKUR","Var","1","52714523","4,229","91","43","4300","0","0"
"8270","YESILIRMAK","04100183448","55.0.0.0.0","TAFLANBEL.GEN.AYD.","","Var","1","52714959","8,367","76","50","5700","0","1"
"8271","YESILIRMAK","04100183451","55.0.0.0.0","","/***SINOP CAD.KABIN KARSISI","Var","1","52710875","6,813","30","35","4750","0","1"
"8272","YESILIRMAK","04100183576","52.0.0.0.0","","/***TR-17 HAMIDIYE MAH. 250 KVATR PERSEMBE","Var","1","52715067","4,895","119","49","4950","0","0"
"8273","YESILIRMAK","04100183631","19.0.0.0.0","","","Var","1","52698711","6,75","63","49","6125","0","0"
"8274","YESILIRMAK","04100183634","5.0.0.0.0","SARIYAR","","Var","1","52694738","9,75","71","71","9750","0","0"
"8275","YESILIRMAK","04100183678","55.0.0.0.0","EVCI BELEDIYESI GENEL AYD","","Var","1","52707074","12,156","107","77","9530","0","0"
"8276","YESILIRMAK","04100183721","52.0.0.0.0","ULUBEY BELEDIYESI","","Var","1","52694536","4,35","75","44","4850","0","0"
"8277","YESILIRMAK","04100183873","52.0.0.0.0","PERSEMBE BELEDIYESI","","Var","1","52671154","3,49","103","35","4010","0","0"
"8278","YESILIRMAK","04100183882","52.0.0.0.0","AKKUS BELEDIYESI","","Var","1","52719953","5,17","162","104","5940","0","0"
"8279","YESILIRMAK","04100183888","55.0.0.0.0","","","Var","1","52699882","9,65","82","86","9815","0","1"
"8280","YESILIRMAK","04100183899","52.0.0.0.0","ALTINORDU BELEDIYESI","/***KASAPLI","Var","1","52694757","9,61","171","70","9800","0","0"
"8281","YESILIRMAK","04100183907","52.0.0.0.0","ALTINORDU BELEDIYESI","/***CUMHURIYET DOGANKAYA","Var","1","52666007","6,524","152","68","6850","0","1"
"8282","YESILIRMAK","04100183918","55.0.0.0.0","19 MAYIS BELEDIYESI","***B.EVLER MH.CAMI YANI19 MAYIS","Var","1","52707481","4,725","41","41","4925","0","1"
"8283","YESILIRMAK","04100183925","55.0.0.0.0","PASAYAZI MERKEZ TR","PASAYAZI MERKEZ TR","Var","1","52714707","6,304","68","52","6220","0","0"
"8284","YESILIRMAK","04100184279","52.0.0.0.0","FATSA BELEDIYESI","/***HASTANE SAPAGI MUVAHIDE BAYIRMAN CD.TR.11","Var","1","1151636","1,79","50","16","1990","0","0"
"8285","YESILIRMAK","04100184297","57.0.0.0.0","SOKAK AYDINLATMA","","Var","1","52704508","4,606","49","25","1250","0","1"
"8286","YESILIRMAK","04100184344","55.0.0.0.0","CANIK BELEDIYESI ","","Var","1","52671125","9,487","56","56","7000","0","1"
"8287","YESILIRMAK","04100184382","52.0.0.0.0","ULUBEY BELEDIYESI","","Var","1","52699261","7,46","129","64","7850","0","0"
"8288","YESILIRMAK","04100184386","5.0.0.0.0","DIPHACI  SOKAK AYDINLAT","DIPHACI","Var","1","52666528","8,988","110","110","11626","0","1"
"8289","YESILIRMAK","04100184388","52.0.0.0.0","ULUBEY BELEDIYESI","","Var","1","52665191","7,28","149","68","7500","0","0"
"8290","YESILIRMAK","04100184397","52.0.0.0.0","","/***TR-135///BUCAK MH.IMAMOGLU CAMII400 KVA TR.","Var","1","52703540","7,06","48","48","7250","0","0"
"8291","YESILIRMAK","04100184480","57.0.0.0.0","SOKAK AYDINLATMASI","","Var","1","52705835","1,716","32","20","1000","0","0"
"8292","YESILIRMAK","04100184543","57.0.0.0.0","KARAKESTANE SOKAK AYDINLATMASI","KARAKESTANE  BASGEDIK MAH.","Var","1","52729755","2,4671580906","72","21","1050","0","0"
"8293","YESILIRMAK","04100184585","55.0.0.0.0","","/***","Var","1","52666052","3","22","22","3000","0","0"
"8294","YESILIRMAK","04100184614","57.0.0.0.0","","","Var","1","52695238","4,835","126","48","2325","0","0"
"8295","YESILIRMAK","04100184643","55.0.0.0.0","","","Var","1","52703212","13","143","120","13650","0","0"
"8296","YESILIRMAK","04100184676","5.0.0.0.0","SULUOVA BELEDIYESI","ORTA MAH.H.MOLLA CAD.","Var","1","52699407","6,135","45","45","7245","0","1"
"8297","YESILIRMAK","04100184677","52.0.0.0.0","","/***TR-402///KARSIYAKA MH.ENSAR CAMIIYANI DIREK 400 KVA TR.","Var","1","52699918","14,321","74","74","16400","0","1"
"8298","YESILIRMAK","04100184679","55.0.0.0.0","","MERKEZ MH.","Var","1","52705530","1,975","20","20","2500","0","1"
"8299","YESILIRMAK","04100184688","55.0.0.0.0","","","Var","1","52705528","7,958","80","59","6500","0","0"
"8300","YESILIRMAK","04100184709","19.0.0.0.0","","","Var","1","52698487","1,903","67","25","2750","0","1"
"8301","YESILIRMAK","04100184843","57.0.0.0.0","SARIMSAK YAYLA SOKAK AYDINLATMASI","SARIMSAK YAYLA MAH.","Var","1","52699025","0,66","57","10","500","0","1"
"8302","YESILIRMAK","04100184922","19.0.0.0.0","","","Var","1","52665694","4,44","93","47","5600","0","1"
"8303","YESILIRMAK","04100185078","52.0.0.0.0","MESUDIYE BELEDIYESI","","Var","1","52705757","1,928","40","23","2000","0","0"
"8304","YESILIRMAK","04100183170","52.0.0.0.0","KORGAN BELEDIYESI","","Var","1","15033161","0,14","4","2","170","0","0"
"8305","YESILIRMAK","04100183259","57.0.0.0.0","","","Var","1","52699281","15,9216747637","109","92","14006","0","0"
"8306","YESILIRMAK","04100183734","52.0.0.0.0","IKIZCE BELEDIYESI","/***TINGIRLI MAHALLESI","Var","1","52713513","15,3","137","68","17000","0","0"
"8307","YESILIRMAK","04100183775","19.0.0.0.0","","","Var","1","52670610","9,3456","73","39","3057","0","0"
"8308","YESILIRMAK","04100183957","19.0.0.0.0","","","Var","1","52666205","5,493","191","63","6500","0","1"
"8309","YESILIRMAK","04100185190","5.0.0.0.0","","","Var","1","52695230","6,99867","66","66","6998,67","0","0"
"8310","YESILIRMAK","04100185252","5.0.0.0.0","AMASYA BELEDIYESI","","Var","1","52715451","1,575","9","9","1575","0","0"
"8311","YESILIRMAK","04100185319","19.0.0.0.0","ISKILIP BELEDIYESI","","Var","1","52704207","18,072","225","210","26300","0","1"
"8312","YESILIRMAK","04100185390","55.0.0.0.0","LADIK BELEDIYESI ","","Var","1","52666574","3,93","54","39","4875","0","0"
"8313","YESILIRMAK","04100185421","57.0.0.0.0","","","Var","1","52665539","1,847","57","22","1100","0","0"
"8314","YESILIRMAK","04100185427","55.0.0.0.0","ILKADIM BELEDIYESI ","","Var","1","52734349","4,6","37","37","4600","0","0"
"8315","YESILIRMAK","04100185472","55.0.0.0.0","ATAKUM BELEDYESI","","Var","1","52704952","3,321","32","32","3200","0","0"
"8316","YESILIRMAK","04100185488","55.0.0.0.0","","/***MERKEZ MAH.","Var","1","52707221","5,225","42","42","4693","0","1"
"8317","YESILIRMAK","04100185490","19.0.0.0.0","ISKILIP BELEDIYESI","","Var","1","52707520","10,702","85","56","6580","0","1"
"8318","YESILIRMAK","04100185492","52.0.0.0.0","FATSA BELEDIYESI","","Var","1","52696533","6","167","59","7310","0","0"
"8319","YESILIRMAK","04100184032","57.0.0.0.0","","ARSLAN MH.RMU","Var","1","52698838","10,952","67","74","7425","0","0"
"8320","YESILIRMAK","04100184052","5.0.0.0.0","TR.GENEL  AYDINLATMA","","Var","1","52666166","2,304","39","39","3500","0","1"
"8321","YESILIRMAK","04100184120","52.0.0.0.0","","","Var","1","52715726","0,94","33","9","1160","0","0"
"8322","YESILIRMAK","04100185586","55.0.0.0.0","SOKAKAYDINLATMASI.KARSI","","Var","1","52707459","5,1","43","43","4425","0","1"
"8323","YESILIRMAK","04100185664","52.0.0.0.0","","","Var","1","52696919","8,8","132","40","10000","0","0"
"8324","YESILIRMAK","04100185697","55.0.0.0.0","SOKAKAYDINLATMASI.","/***TR.14.BAHSI MAH BADIKCI .LADIK BELEDIYESI.","Var","1","52666576","8,175","65","65","8500","0","1"
"8325","YESILIRMAK","04100185709","52.0.0.0.0","","/***AYNIKOLA","Var","1","52696420","13,858","96","80","14050","0","0"
"8326","YESILIRMAK","04100185757","19.0.0.0.0","OSMANCIK BELEDIYESI","KOYUNBABA Mh. BALTACI MEHMET PASA Cd.No:EMNIYET KAVSAGI SINYALIZASYON/","Var","1","1762286","2,365","8","24","2400","0","0"
"8327","YESILIRMAK","04100185839","5.0.0.0.0","","","Var","1","52695424","2,719","30","30","4100","0","1"
"8328","YESILIRMAK","04100185846","55.0.0.0.0","","","Var","1","52705943","13,77","111","74","9250","0","0"
"8329","YESILIRMAK","04100185890","52.0.0.0.0","PERSEMBE BELEDIYESI","","Var","1","52694414","10,46","239","98","12160","0","0"
"8330","YESILIRMAK","04100185892","52.0.0.0.0","","/***KIRAN ASAGI MAH.-1","Var","1","52715819","2,13","52","14","2550","0","0"
"8331","YESILIRMAK","04100185920","52.0.0.0.0","","","Var","1","52705555","9,2","265","91","11220","0","0"
"8332","YESILIRMAK","04100186041","19.0.0.0.0","","","Var","1","52665860","4,37","88","34","2720","0","0"
"8333","YESILIRMAK","04100186068","55.0.0.0.0","","","Var","1","52705789","9,25","69","66","8335","0","0"
"8334","YESILIRMAK","04100186129","5.0.0.0.0","MERZIFON BELEDIYESI","","Var","1","52704172","12,075","84","84","12075","0","0"
"8335","YESILIRMAK","04100185968","52.0.0.0.0","ALTINORDU BELEDIYESI","","Var","1","52665716","5,881","162","54","5950","0","0"
"8336","YESILIRMAK","04100185981","57.0.0.0.0","SOKAK AYDINLATMA","KAPLANGI SARPIN MAH.","Var","1","52707027","3,802","92","23","1150","0","1"
"8337","YESILIRMAK","04100186255","55.0.0.0.0","","","Var","1","52671161","1,809","12","12","1211","0","0"
"8338","YESILIRMAK","04100186377","57.0.0.0.0","PIRAHMET  MERKEZ  TR SOKAK AYDINLATMA","MERKEZ MAH.","Var","1","52699263","2,938","90","48","3075","0","1"
"8339","YESILIRMAK","04100186393","57.0.0.0.0","","KARAKUM LESYA KOOP.","Var","1","52696613","4,848","39","35","3500","0","0"
"8340","YESILIRMAK","04100186438","57.0.0.0.0","SOKAK AYDINLATMA","YESILYURT MERKEZ","Var","1","52706859","3,7","69","31","1550","0","1"
"8341","YESILIRMAK","04100186501","52.0.0.0.0","","","Var","1","52706360","4,63","142","41","5090","0","0"
"8342","YESILIRMAK","04100186634","19.0.0.0.0","SUNGURLU BELEDIYESI","SUNGURLU /MERKEZ TR.35 B","Var","1","52694104","5,252","57","57","5252","0","0"
